tweet,created_at,retweeted,username,user_tz,user_location,user_coordinates,polaridade
lava jato um dia antes de leilao do triplex atribuido a lula  imovel avaliado em r$ 2 2 milhoes nao recebeu nenhumï¿½ ,Mon May 14 18:58:18 +0000 2018,False,vitimasBancoop,Brasilia,"Sï¿½o Paulo, Brasil",,neutro

lula abandonado e dilma apavorada a bomba do bndes vai estourar  via @youtube,Mon May 14 18:58:18 +0000 2018,False,Mariade46082509,,"Rio de Janeiro, Brasil",,negativo

minha vo tem nojo de lula uma vez ela comeu sem saber o q era e qnd minha tia contou ela colocou td pra fora coï¿½ ,Mon May 14 18:58:27 +0000 2018,False,Ma_lcouto,,"Sï¿½o Paulo, Brasil",,negativo

@aldenira13 e  viva o pt lula la,Mon May 14 18:58:28 +0000 2018,False,NynyLula,,,,positivo

 @augustosnunes paulo okamotto e gilbeo carvalho juram que lula demorou 111 fins de semana para concluir que atibaia fica longe de saoï¿½,Mon May 14 18:58:29 +0000 2018,False,SilvioBisconsin,,,,negativo

 @caamaior nas ruas de londres  passeata pede 'lula livre' ,Mon May 14 18:58:40 +0000 2018,False,HermanoNepomuce,Brasilia,Campina Grande,,positivo

 @heldersalomao o golpe que comecou com a prisao do ze dirceu e passou pelo impeachment da dilma  esbarra em lula  que mesmo preso  lideï¿½,Mon May 14 18:58:43 +0000 2018,False,carlatoscan,,"Novo Hamburgo, Brasil",,positivo

eu tb pediria afinal de contas  moro e muito bonzinho veja o caso do lula  condenou o vagabundo a 9 anos de prisaï¿½ ,Mon May 14 18:58:43 +0000 2018,False,CanalDoOtario,Brasilia,Brasil,,negativo

@gu_afonso eu sou lula  mas sei que nao vao deixar ele ser candidato  achava que nao teria o golpe  nao teria impecï¿½ ,Mon May 14 18:58:45 +0000 2018,False,jdanilobarbosa,,Cuba ,,positivo

 @neroon1976 canalha um lixo esquerdista caviar da laia do fabio assuncao e da lhama ze de abreu esses cornos deviam ir para a venezueï¿½,Mon May 14 18:58:45 +0000 2018,False,adrix20000,International Date Line West,,,negativo

@ladyrenataliv @nytimes essa ex presidente do brasil esta fazendo palestra pelo mundo mentindo olhem a ficha de crï¿½ ,Mon May 14 18:58:45 +0000 2018,False,LulanaCadeeeiia,,"Fortaleza, Brasil",,negativo

" @robsonlopez as redeas dessa eleicao  com supremo  com direita  com globo  com tudo  e de lula
#lulalivre ",Mon May 14 18:58:46 +0000 2018,False,fafamorais1957,,Brasilia-DF,,positivo

 @joicehasselmann cenas de curitiba morador idoso deixa sua casa por causa do barulho constante do acampamento prolula ,Mon May 14 18:58:48 +0000 2018,False,SeieiEdson,,Japï¿½o,,negativo

 @depjorgesolla enquanto a imprensa tenta naturalizar o discurso golpista de que lula esta fora das eleicoes  o povo quer lula candidatoï¿½,Mon May 14 18:58:50 +0000 2018,False,DeiseQuintilia1,,"Rio de Janeiro, Brasil",,positivo

 @deciolimapt lula sera o proximo presidente da republica e o brasil voltara a ser grande ,Mon May 14 18:58:53 +0000 2018,False,bubuzinha,Brasilia,,,positivo

sem lula  64 8 milhoes nao querem votar em ninguem ,Mon May 14 18:58:55 +0000 2018,False,midiatico,America/Sao_Paulo,Indefinida,,positivo

 @euriclea25 rede lula livre de radio entra no ar nesta segundafeira  via @brasil247,Mon May 14 19:06:22 +0000 2018,False,neylopesmachado,,,,positivo

 @souguereira londres pede a libeacao de lula o mundo inteiro sabe que #lulapresopolitico ,Mon May 14 19:06:24 +0000 2018,False,ikc300,,,,positivo

 @muylaee lula esta preso porque roubou o fato de ser um expresidente tao poderoso e influente so reforca matiz de seus crimes ,Mon May 14 19:06:33 +0000 2018,False,HctorMarceloAl4,,"Caldas Novas, Brasil",,negativo

 @passosjon1 lava jato e psdb  povo percebe que sao a mesma  coisa policia politica trabalhado para um paido para eliminar adversariï¿½,Mon May 14 19:06:33 +0000 2018,False,wilsondenotari,,Sï¿½o Paulo - Brasil,,positivo

 @blogdopim a tvcrio  tv comunitaria do rio de janeiro  mostra uma propaganda de esquerda atras da outra boulos faz longa apologia a iï¿½,Mon May 14 19:06:40 +0000 2018,False,RSantos53,,"Pindamonhangaba, Brasil",,negativo

mesmo preso  lula lidera com 32 4% e vence todos na cnt/mda ,Mon May 14 19:06:41 +0000 2018,False,pnolasco2000,Brasilia,,,positivo

 @jamoraes2 e depois vem o @ptbrasil dizer que os adversarios disseminam o odio que assistiu o video do evento nao tem a menor duvida qï¿½,Mon May 14 19:06:42 +0000 2018,False,marcos_guerra,Brasilia,Natal/Brasil,,negativo

 @freitasgilvan a historia ameaca se repetir a operacao maos limpas pariu berlusconi a lava jato podera parir bolsonaro lula e a unicï¿½,Mon May 14 19:06:43 +0000 2018,False,NynyLula,,,,positivo

@xicosa @andregallindo voce queria quem do nordeste na selecao seu vagabundo o lula,Mon May 14 19:06:44 +0000 2018,False,bernardoom36,,Brasil,,negativo

 @passosjon1 lava jato e psdb  povo percebe que sao a mesma  coisa policia politica trabalhado para um paido para eliminar adversariï¿½,Mon May 14 19:06:45 +0000 2018,False,MgracaGalvao,,"Santo Andrï¿½, Brasil",,positivo

 @lindberghfarias os numeros da nova pesquisa cnt sensus sao arrasadores lula segue liderando mesmo privado de liberdade na sua ausenc…,Mon May 14 19:18:43 +0000 2018,False,Lulamariandreia,Brasilia,Brasil,,positivo
 @gleisi mais uma pesquisa  lula continua na frente  com o dobro de votos de quem esta em segundo lugar sao 36 dias fora do convivio da…,Mon May 14 19:18:47 +0000 2018,False,MARCIOJLBORGES2,,,,positivo
 @mgfufino lula e dilma deram r$ 723 bilhoes do povo a empresarios para garantir permanencia no poder governo divulga dados ,Mon May 14 19:19:19 +0000 2018,False,jurirob,Buenos Aires,Sáo Paulo,,negativo
 @lindberghfarias os numeros da nova pesquisa cnt sensus sao arrasadores lula segue liderando mesmo privado de liberdade na sua ausenc…,Mon May 14 19:19:19 +0000 2018,False,LdioPinho,,"Salvador, Bahia",,positivo
 @sandra_miria valter pomar desistir da candidatura de lula agora e dar municao ao golpe ,Mon May 14 19:19:22 +0000 2018,False,marlenemota7,,"Rio de Janeiro, Brasil",,positivo
 @lulapelobrasil o povo quer no palacio do planalto a volta do melhor presidente de todos os tempos  ,Mon May 14 19:19:24 +0000 2018,False,DeniseBonifcioL,,,,positivo
@prof_viaro a pessoa acha que e so odiar o lula que vira rico,Mon May 14 19:19:26 +0000 2018,False,AlbertoCondeV,,,,positivo
 @luizcoutopt wadih a perseguicao a lula foi estendida a mim  seu advogado ,Mon May 14 19:19:27 +0000 2018,False,FilhoTabera,,Brasil,,positivo
 @graavieira empresario inocenta lula em caso do sitio de atibaia negociou compra com irmaos bittar sem paicipacao de familiares de lu…,Mon May 14 19:19:30 +0000 2018,False,PaulaSmac,Santiago,"João Pessoa, Brasil",,positivo
@utilidiota @julianofavaro74 @tietenhaffer @dilmabr @geleiap exagero seu eu  por exemplo  nao idolatro nenhum dess… ,Mon May 14 19:19:33 +0000 2018,False,minceauras,Brasilia,,,negativo
 @lindberghfarias nao tem pra ninguem lula ganha de todo mundo no segundo turno ,Mon May 14 19:19:35 +0000 2018,False,_edvaldo21,,"Santarém, Brasil",,positivo
 @gleisi pesquisa cnt/mda tambem mostrou que lula tem mais que o dobro de todos os outros candidatos a presidencia de republica #lulali…,Mon May 14 19:19:38 +0000 2018,False,Oliveira4Valmir,,,,positivo
 @brasil247 pimenta povo ja entende que lula e preso politco ,Mon May 14 19:19:38 +0000 2018,False,AneApenasAne,Brasilia,Brasil,,positivo
 @souguereira londres pede a libeacao de lula o mundo inteiro sabe que #lulapresopolitico ,Mon May 14 19:19:43 +0000 2018,False,DeniseBonifcioL,,,,positivo
